,season,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
251,2024,HOU,LS,LS,46.0,ACT,Jon Weeks,Jonathan,Weeks,1986-02-17,70.0,242,Baylor,00-0027224,,,,,,,,,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d9fvm74pu4vyinveopbf",,20,DIV,A01,Jonathan,WEE504348,35731,32005745-4550-4348-e7fc-6621be523408,2010,2010.0,,,38.919
252,2024,HOU,LS,LS,46.0,ACT,Jon Weeks,Jonathan,Weeks,1986-02-17,70.0,242,Baylor,00-0027224,,,,,,,,,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d9fvm74pu4vyinveopbf",,8,REG,A01,Jonathan,WEE504348,35731,32005745-4550-4348-e7fc-6621be523408,2010,2010.0,,,38.691
253,2024,HOU,LS,LS,46.0,ACT,Jon Weeks,Jonathan,Weeks,1986-02-17,70.0,242,Baylor,00-0027224,,,,,,,,,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d9fvm74pu4vyinveopbf",,6,REG,A01,Jonathan,WEE504348,35731,32005745-4550-4348-e7fc-6621be523408,2010,2010.0,,,38.653
254,2024,HOU,LS,LS,46.0,ACT,Jon Weeks,Jonathan,Weeks,1986-02-17,70.0,242,Baylor,00-0027224,,,,,,,,,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d9fvm74pu4vyinveopbf",,1,REG,A01,Jonathan,WEE504348,35731,32005745-4550-4348-e7fc-6621be523408,2010,2010.0,,,38.557
255,2024,HOU,LS,LS,46.0,ACT,Jon Weeks,Jonathan,Weeks,1986-02-17,70.0,242,Baylor,00-0027224,,,,,,,,,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d9fvm74pu4vyinveopbf",,2,REG,A01,Jonathan,WEE504348,35731,32005745-4550-4348-e7fc-6621be523408,2010,2010.0,,,38.576
256,2024,HOU,LS,LS,46.0,ACT,Jon Weeks,Jonathan,Weeks,1986-02-17,70.0,242,Baylor,00-0027224,,,,,,,,,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d9fvm74pu4vyinveopbf",,7,REG,A01,Jonathan,WEE504348,35731,32005745-4550-4348-e7fc-6621be523408,2010,2010.0,,,38.672
257,2024,HOU,LS,LS,46.0,ACT,Jon Weeks,Jonathan,Weeks,1986-02-17,70.0,242,Baylor,00-0027224,,,,,,,,,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d9fvm74pu4vyinveopbf",,9,REG,A01,Jonathan,WEE504348,35731,32005745-4550-4348-e7fc-6621be523408,2010,2010.0,,,38.702
258,2024,HOU,LS,LS,46.0,ACT,Jon Weeks,Jonathan,Weeks,1986-02-17,70.0,242,Baylor,00-0027224,,,,,,,,,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d9fvm74pu4vyinveopbf",,4,REG,A01,Jonathan,WEE504348,35731,32005745-4550-4348-e7fc-6621be523408,2010,2010.0,,,38.615
259,2024,HOU,LS,LS,46.0,ACT,Jon Weeks,Jonathan,Weeks,1986-02-17,70.0,242,Baylor,00-0027224,,,,,,,,,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d9fvm74pu4vyinveopbf",,5,REG,A01,Jonathan,WEE504348,35731,32005745-4550-4348-e7fc-6621be523408,2010,2010.0,,,38.634
335,2024,HOU,DL,DE,52.0,INA,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",,12,REG,A01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.282
336,2024,HOU,DL,DE,52.0,RES,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",,8,REG,R01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.205
337,2024,HOU,DL,DE,52.0,ACT,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kpaim2ei9sq4kl3ye4li",EDGE,2,REG,A01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.09
338,2024,HOU,DL,DE,52.0,INA,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",,15,REG,A01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.339
339,2024,HOU,DL,DE,52.0,RES,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",,9,REG,R01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.216
340,2024,HOU,DL,DE,52.0,ACT,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",EDGE,18,REG,A01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.397
341,2024,HOU,DL,DE,52.0,ACT,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",EDGE,10,REG,A01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.244
342,2024,HOU,DL,DE,52.0,ACT,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",EDGE,11,REG,A01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.266
343,2024,HOU,DL,DE,52.0,ACT,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kpaim2ei9sq4kl3ye4li",EDGE,3,REG,A01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.11
344,2024,HOU,DL,DE,52.0,RES,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",,5,REG,R01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.148
345,2024,HOU,DL,DE,52.0,INA,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",,13,REG,A01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.301
346,2024,HOU,DL,DE,52.0,INA,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",,17,REG,I01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.367
347,2024,HOU,DL,DE,52.0,RES,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",,6,REG,R01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.167
348,2024,HOU,DL,DE,52.0,INA,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",,19,WC,A01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.413
349,2024,HOU,DL,DE,52.0,RES,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",,7,REG,R01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.186
350,2024,HOU,DL,DE,52.0,ACT,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kpaim2ei9sq4kl3ye4li",EDGE,1,REG,A01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.071
351,2024,HOU,DL,DE,52.0,ACT,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kpaim2ei9sq4kl3ye4li",EDGE,4,REG,A01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.129
352,2024,HOU,DL,DE,52.0,INA,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",,16,REG,I01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.356
353,2024,HOU,DL,DE,52.0,INA,Jerry Hughes,Jerry,Hughes,1988-08-13,74.0,254,Texas Christian,00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,5556,HughJe99,11132,550,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",,20,DIV,A01,Jerry,HUG532081,35470,32004855-4753-2081-c19b-8ba34ec6d46a,2010,2010.0,IND,31.0,36.433
638,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,13,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.789
639,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,2,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.578
640,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,10,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.731
641,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,17,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.854
642,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,12,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.769
643,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,4,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.616
644,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,6,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.654
645,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,1,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.559
646,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,19,WC,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.901
647,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,18,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.884
648,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,9,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.704
649,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,5,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.635
650,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,20,DIV,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.92
651,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,11,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.753
652,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,3,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.597
653,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,8,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.693
654,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,7,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.674
655,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,16,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.843
656,2024,HOU,QB,QB,18.0,RES,Case Keenum,Casey,Keenum,1988-02-17,73.0,215,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,,15694,1737,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n",,15,REG,R01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012.0,,,36.827
1273,2024,HOU,WR,WR,2.0,ACT,Robert Woods,Robert,Woods,1992-04-10,72.0,193,Southern California,00-0030431,15880,618bedee-9259-4536-b0ff-fec98d2a20de,26664,8628,7822,WoodRo02,14871,1352,11,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",WR,10,REG,A01,Robert,WOO561144,39989,3200574f-4f56-1144-59b1-dbf0c9bdb37a,2013,2013.0,BUF,41.0,32.586
1274,2024,HOU,WR,WR,2.0,ACT,Robert Woods,Robert,Woods,1992-04-10,72.0,193,Southern California,00-0030431,15880,618bedee-9259-4536-b0ff-fec98d2a20de,26664,8628,7822,WoodRo02,14871,1352,11,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",WR,17,REG,A01,Robert,WOO561144,39989,3200574f-4f56-1144-59b1-dbf0c9bdb37a,2013,2013.0,BUF,41.0,32.709
1275,2024,HOU,WR,WR,2.0,ACT,Robert Woods,Robert,Woods,1992-04-10,72.0,193,Southern California,00-0030431,15880,618bedee-9259-4536-b0ff-fec98d2a20de,26664,8628,7822,WoodRo02,14871,1352,11,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",WR,8,REG,A01,Robert,WOO561144,39989,3200574f-4f56-1144-59b1-dbf0c9bdb37a,2013,2013.0,BUF,41.0,32.548
1276,2024,HOU,WR,WR,2.0,ACT,Robert Woods,Robert,Woods,1992-04-10,72.0,193,Southern California,00-0030431,15880,618bedee-9259-4536-b0ff-fec98d2a20de,26664,8628,7822,WoodRo02,14871,1352,11,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",WR,13,REG,A01,Robert,WOO561144,39989,3200574f-4f56-1144-59b1-dbf0c9bdb37a,2013,2013.0,BUF,41.0,32.643
1277,2024,HOU,WR,WR,2.0,ACT,Robert Woods,Robert,Woods,1992-04-10,72.0,193,Southern California,00-0030431,15880,618bedee-9259-4536-b0ff-fec98d2a20de,26664,8628,7822,WoodRo02,14871,1352,11,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",WR,1,REG,A01,Robert,WOO561144,39989,3200574f-4f56-1144-59b1-dbf0c9bdb37a,2013,2013.0,BUF,41.0,32.413
1278,2024,HOU,WR,WR,2.0,ACT,Robert Woods,Robert,Woods,1992-04-10,72.0,193,Southern California,00-0030431,15880,618bedee-9259-4536-b0ff-fec98d2a20de,26664,8628,7822,WoodRo02,14871,1352,11,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",TE,20,DIV,A01,Robert,WOO561144,39989,3200574f-4f56-1144-59b1-dbf0c9bdb37a,2013,2013.0,BUF,41.0,32.775
1279,2024,HOU,WR,WR,2.0,INA,Robert Woods,Robert,Woods,1992-04-10,72.0,193,Southern California,00-0030431,15880,618bedee-9259-4536-b0ff-fec98d2a20de,26664,8628,7822,WoodRo02,14871,1352,11,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",,6,REG,I01,Robert,WOO561144,39989,3200574f-4f56-1144-59b1-dbf0c9bdb37a,2013,2013.0,BUF,41.0,32.509
